#NCBI-GeneID,XB-GENE-ID GENE_NAME
GeneID:100036660,XB-GENE-854600	transcription factor B2, mitochondrial
GeneID:100036661,XB-GENE-492213	protein phosphatase 1 regulatory subunit 3A
GeneID:100036662,XB-GENE-5872994	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase, gene 2
GeneID:100036663,XB-GENE-5952315	uncharacterized XB5952314 (provisional)
GeneID:100036664,XB-GENE-487675	Meis homeobox 2
GeneID:100036665,NA	uncharacterized LOC100036665
GeneID:100036666,XB-GENE-991154	RAD52 homolog, DNA repair protein
GeneID:100036667,XB-GENE-962981	HECT and RLD domain containing E3 ubiquitin protein ligase 4
GeneID:100036668,XB-GENE-1001585	isoleucyl-tRNA synthetase 1
GeneID:100036669,XB-GENE-962667	peroxiredoxin like 2A
GeneID:100036670,XB-GENE-854443	transmembrane protein with EGF like and two follistatin like domains 2
GeneID:100036671,XB-GENE-6458859	dual specificity phosphatase 8
GeneID:100036672,XB-GENE-992989	BRMS1, transcriptional repressor and anoikis regulator
GeneID:100036673,XB-GENE-960964	divergent protein kinase domain 1B
GeneID:100036674,XB-GENE-956016	BH3 interacting domain death agonist
GeneID:100036675,XB-GENE-1004468	SET binding factor 2
GeneID:100036676,XB-GENE-975947	BTB (POZ) domain containing 3
GeneID:100036677,XB-GENE-852742	ETS variant transcription factor 3
GeneID:100036678,XB-GENE-995449	zinc finger and BTB domain containing 21
GeneID:100036679,XB-GENE-989359	prolyl 3-hydroxylase 1
GeneID:100036680,XB-GENE-5931269	HEAT repeat containing 5B
GeneID:100036681,XB-GENE-989867	tetratricopeptide repeat domain 17
GeneID:100036682,XB-GENE-1007728	slit guidance ligand 1
GeneID:100036683,XB-GENE-877004	WNK lysine deficient protein kinase 1
GeneID:100036684,XB-GENE-5957307	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta
GeneID:100036685,XB-GENE-975856	zinc finger SWIM-type containing 5
GeneID:100036686,XB-GENE-954449	neuralized E3 ubiquitin protein ligase 1
GeneID:100036687,XB-GENE-949213	jade family PHD finger 1
GeneID:100036688,XB-GENE-6049805	cytoplasmic linker associated protein 1
GeneID:100036689,XB-GENE-948966	calcineurin binding protein 1
GeneID:100036690,XB-GENE-5760041	ubiquitin specific peptidase 47
GeneID:100036691,XB-GENE-1009863	dual specificity phosphatase 16
GeneID:100036692,XB-GENE-981179	membrane associated guanylate kinase, WW and PDZ domain containing 3
GeneID:100036693,XB-GENE-5755863	myotubularin related protein 14
GeneID:100036694,XB-GENE-959346	ATPase, H+ transporting, lysosomal V0 subunit a1
GeneID:100036695,XB-GENE-5960869	dynein axonemal heavy chain 14
GeneID:100036696,XB-GENE-958530	pleckstrin homology domain containing A6
GeneID:100036697,XB-GENE-486996	mannose receptor C type 2
GeneID:100036698,XB-GENE-965507	FANCD2 opposite strand
GeneID:100036700,XB-GENE-1014590	chromosome 2 C1orf116 homolog
GeneID:100036701,XB-GENE-6455341	zinc finger protein 516
GeneID:100036702,XB-GENE-5934251	uncharacterized XB5934250
GeneID:100036703,XB-GENE-5825550	neuralized E3 ubiquitin protein ligase 4
GeneID:100036704,XB-GENE-998168	PATJ, crumbs cell polarity complex component
GeneID:100036705,XB-GENE-5759106	vinculin
GeneID:100036706,XB-GENE-480201	septin 2
GeneID:100036707,XB-GENE-961883	chondroitin sulfate synthase 1
GeneID:100036708,XB-GENE-968349	PHD finger protein 12
GeneID:100036709,XB-GENE-5931110	Hermansky-Pudlak syndrome 5
GeneID:100036710,XB-GENE-479809	mediator complex subunit 1
GeneID:100036711,XB-GENE-479667	POU class 3 homeobox 4
GeneID:100036712,XB-GENE-6453365	hepcidin 1
GeneID:100036713,XB-GENE-6453381	hepcidin antimicrobial peptide 2
GeneID:100036714,XB-GENE-1004872	SECIS binding protein 2
GeneID:100036715,XB-GENE-6037418	SON DNA binding protein
GeneID:100036716,XB-GENE-967329	nidogen 2
GeneID:100036717,XB-GENE-984993	tripartite motif containing 37
GeneID:100036718,XB-GENE-921467	basal cell adhesion molecule (Lutheran blood group)
GeneID:100036719,XB-GENE-6076062	BCAR3, NSP family adaptor protein
GeneID:100036720,XB-GENE-5878704	gametocyte specific factor 1
GeneID:100036721,XB-GENE-1013472	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
GeneID:100036722,XB-GENE-987197	phosphodiesterase 1B
GeneID:100036723,XB-GENE-951997	WD repeat domain 7
GeneID:100036724,XB-GENE-964524	calcium channel, voltage-dependent, alpha 2/delta subunit 1
GeneID:100036725,XB-GENE-5757720	calsyntenin 3
GeneID:100036726,XB-GENE-5762462	zinc finger protein 268
GeneID:100036727,XB-GENE-991006	spondin 1, extracellular matrix protein
GeneID:100036728,XB-GENE-852703	ceramide synthase 2
GeneID:100036729,XB-GENE-1001597	alpha kinase 1
GeneID:100036730,XB-GENE-959403	patatin like phospholipase domain containing 6
GeneID:100036731,XB-GENE-922864	double PHD fingers 1
GeneID:100036732,XB-GENE-963435	solute carrier family 40 (iron-regulated transporter), member 1
GeneID:100036733,XB-GENE-950930	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
GeneID:100036734,XB-GENE-920106	dynein axonemal heavy chain 1
GeneID:100036735,XB-GENE-988459	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
GeneID:100036736,XB-GENE-992405	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6
GeneID:100036737,XB-GENE-1017477	deiodinase, iodothyronine, type 2
GeneID:100036738,XB-GENE-920152	thyroid peroxidase
GeneID:100036739,XB-GENE-5777294	cytidine monophosphate N-acetylneuraminic acid synthetase
GeneID:100036740,XB-GENE-955909	gastric inhibitory polypeptide
GeneID:100037834,XB-GENE-968871	nuclear receptor interacting protein 1
GeneID:100037836,XB-GENE-5884411	centrosomal protein 78kDa
GeneID:100037837,XB-GENE-5957842	myoferlin, gene 1
GeneID:100037838,XB-GENE-5902559	IQ motif and Sec7 domain 3
GeneID:100037839,XB-GENE-852641	neural EGFL like 2
GeneID:100037840,XB-GENE-949827	protein phosphatase 3, catalytic subunit, beta isozyme
GeneID:100037841,XB-GENE-940365	opioid growth factor receptor-like 1
GeneID:100037842,XB-GENE-479318	notch 1 receptor
GeneID:100037843,XB-GENE-5947997	ArfGAP with dual PH domains 1
GeneID:100037844,XB-GENE-963972	contactin associated protein 1
GeneID:100037845,XB-GENE-5819524	plexin A1
GeneID:100037846,XB-GENE-1011028	Rho GTPase activating protein 21
GeneID:100037847,XB-GENE-961347	receptor accessory protein 2
GeneID:100037848,XB-GENE-990574	family with sequence similarity 117 member B
GeneID:100037849,XB-GENE-975095	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
GeneID:100037850,XB-GENE-6049186	NECAP endocytosis associated 2
GeneID:100037851,XB-GENE-494405	supervillin
GeneID:100037852,XB-GENE-1012090	SH3-domain GRB2-like 2
GeneID:100037853,XB-GENE-955554	brain-derived neurotrophic factor
GeneID:100037854,XB-GENE-5750851	transmembrane protein 151B
GeneID:100037855,XB-GENE-852586	Rho GTPase activating protein 33
GeneID:100037856,NA	uncharacterized protein KIAA1109
GeneID:100037857,XB-GENE-961157	protein phosphatase 3, catalytic subunit, gamma isozyme
GeneID:100037858,XB-GENE-5941647	solute carrier family 29 (equilibrative nucleoside transporter), member 3
GeneID:100037859,XB-GENE-5839942	retinol binding protein 4, like
GeneID:100037860,XB-GENE-5955201	catenin alpha 2
GeneID:100037861,XB-GENE-960432	integrin subunit beta 6
GeneID:100037862,XB-GENE-952700	M-phase phosphoprotein 9
GeneID:100037864,XB-GENE-5769563	selenoprotein M
GeneID:100037865,XB-GENE-5996034	POU class 4 homeobox 4
GeneID:100037866,XB-GENE-6454943	POP7 homolog, ribonuclease P/MRP subunit
GeneID:100037867,XB-GENE-1009224	zinc finger RAN-binding domain containing 3
GeneID:100037868,XB-GENE-479083	apolipoprotein M
GeneID:100037869,XB-GENE-956917	centromere protein V
GeneID:100037870,XB-GENE-979723	acylglycerol kinase
GeneID:100037871,XB-GENE-941198	lysosomal associated membrane protein family member 5
GeneID:100037872,XB-GENE-867509	phosphodiesterase 7B
GeneID:100037873,XB-GENE-963306	polyamine-modulated factor 1
GeneID:100037874,XB-GENE-5821575	cytochrome P450 family 3 subfamily A member 5
GeneID:100037875,XB-GENE-5851849	hydroxysteroid (11-beta) dehydrogenase 1-like
GeneID:100037876,XB-GENE-5856779	cyclin-dependent kinase 16
GeneID:100037877,XB-GENE-953121	single-strand-selective monofunctional uracil-DNA glycosylase 1
GeneID:100037878,XB-GENE-978920	synaptotagmin 8
GeneID:100037879,XB-GENE-5752629	synaptotagmin 1
GeneID:100037880,XB-GENE-5798591	chromosome 9 C2orf76 homolog
GeneID:100037881,XB-GENE-956400	calcyphosine
GeneID:100037882,XB-GENE-960365	inhibitor of growth family member 1
GeneID:100037883,XB-GENE-5831223	renalase, FAD-dependent amine oxidase
GeneID:100037884,XB-GENE-5823898	zinc finger and BTB domain containing 6
GeneID:100037885,XB-GENE-967059	heat shock protein nuclear import factor hikeshi
GeneID:100037886,XB-GENE-494227	ring finger protein 1
GeneID:100037887,XB-GENE-6257590	EF-hand and coiled-coil domain containing 1
GeneID:100037888,XB-GENE-5799643	WW domain binding protein 1 like
GeneID:100037889,XB-GENE-5767975	ORC ubiquitin ligase 1
GeneID:100037890,XB-GENE-995975	hyaluronidase 4
GeneID:100037892,XB-GENE-5954792	THAP domain containing 11
GeneID:100037893,XB-GENE-489326	chondromodulin
GeneID:100037894,XB-GENE-491247	tubulin alpha 8
GeneID:100037895,XB-GENE-974251	thiamine triphosphatase
GeneID:100037897,XB-GENE-1016694	ankyrin repeat domain 2 (stretch responsive muscle)
GeneID:100037898,XB-GENE-487933	1-acylglycerol-3-phosphate O-acyltransferase 1
GeneID:100037899,XB-GENE-485626	heat shock 70kDa protein
GeneID:100037900,XB-GENE-966887	rhodopsin
GeneID:100037901,NA	hemoglobin subunit epsilon
GeneID:100037902,XB-GENE-1012688	kazrin, periplakin interacting protein
GeneID:100037903,XB-GENE-22063274	sulfotransferase family 6B member 1 gene 5
GeneID:100037904,XB-GENE-491021	somatostatin, gene 1
GeneID:100037905,XB-GENE-1009790	Rho guanine nucleotide exchange factor 1
GeneID:100037906,XB-GENE-5738866	tetratricopeptide repeat domain 7B
GeneID:100037907,XB-GENE-961613	beta-1,3-glucuronyltransferase 1
GeneID:100037908,XB-GENE-495296	secreted frizzled-related protein
GeneID:100037909,XB-GENE-953000	annexin A3
GeneID:100037910,XB-GENE-959557	pancreatic progenitor cell differentiation and proliferation factor
GeneID:100037911,XB-GENE-990173	cytochrome P450 family 1 subfamily A member 1
GeneID:100037912,XB-GENE-942413	macrophage immunometabolism regulator
GeneID:100037913,XB-GENE-5740434	clavesin 1
GeneID:100037914,XB-GENE-484627	major intrinsic protein of lens fiber
GeneID:100037915,XB-GENE-5893530	EPH receptor A10
GeneID:100037916,XB-GENE-5885684	synapse differentiation inducing 1
GeneID:100037917,XB-GENE-969520	collagen, type VIII, alpha 1
GeneID:100037918,XB-GENE-954377	parkin coregulated like
GeneID:100037919,XB-GENE-487844	EYA transcriptional coactivator and phosphatase 2
GeneID:100038034,XB-GENE-479074	casein kinase 1 gamma 3
GeneID:100038035,XB-GENE-479760	fibroblast growth factor receptor substrate 2
GeneID:100038036,XB-GENE-480884	coiled-coil domain containing 15
GeneID:100038037,XB-GENE-481598	bromodomain containing 2
GeneID:100038038,XB-GENE-482368	siamois homeodomain 1
GeneID:100038039,XB-GENE-482566	nuclear receptor subfamily 2 group F member 2
GeneID:100038040,XB-GENE-483370	GTP binding protein overexpressed in skeletal muscle
GeneID:100038041,NA	fetuin-B
GeneID:100038042,XB-GENE-486033	LEM domain containing 3
GeneID:100038043,XB-GENE-486491	protein kinase C beta
GeneID:100038044,XB-GENE-486846	N(alpha)-acetyltransferase 25, NatB auxiliary subunit
GeneID:100038045,XB-GENE-487087	SMC5-SMC6 complex localization factor 2
GeneID:100038047,XB-GENE-492176	RIO kinase 1
GeneID:100038048,XB-GENE-492646	G protein-coupled receptor 157
GeneID:100038049,XB-GENE-493308	cyclin-dependent kinase 12
GeneID:100038050,XB-GENE-493422	FYVE, RhoGEF and PH domain containing 4
GeneID:100038051,XB-GENE-853455	cadherin EGF LAG seven-pass G-type receptor 1
GeneID:100038052,XB-GENE-480836	retinoic acid receptor alpha
GeneID:100038053,XB-GENE-482702	protein kinase cAMP-activated catalytic subunit beta
GeneID:100038054,XB-GENE-487802	cyclin-dependent kinase inhibitor 1A
GeneID:100038055,XB-GENE-855791	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
GeneID:100038056,XB-GENE-854532	dynein light chain LC8-type 2
GeneID:100038057,XB-GENE-478230	MAP3K12 binding inhibitory protein 1
GeneID:100038058,XB-GENE-478462	homeobox D3
GeneID:100038059,XB-GENE-478518	notochord homeobox
GeneID:100038060,XB-GENE-478771	fibrinogen alpha chain
GeneID:100038061,XB-GENE-981363	FA complementation group I
GeneID:100038062,XB-GENE-479011	RAB2A, member RAS oncogene family
GeneID:100038063,XB-GENE-479312	solute carrier family 12 member 3 like
GeneID:100038064,XB-GENE-479686	migration and invasion inhibitory protein
GeneID:100038065,XB-GENE-479769	eomesodermin
GeneID:100038066,XB-GENE-479795	kininogen 1
GeneID:100038067,XB-GENE-480249	SCY1 like pseudokinase 3
GeneID:100038068,XB-GENE-480570	iroquois homeobox 4
GeneID:100038069,XB-GENE-481028	empty spiracles homeobox 2
GeneID:100038070,XB-GENE-481100	prostaglandin E synthase 2
GeneID:100038071,XB-GENE-481219	cyclin D2
GeneID:100038072,XB-GENE-481307	SMAD family member 6
GeneID:100038073,XB-GENE-481474	aquaporin 11
GeneID:100038074,XB-GENE-481654	TNF superfamily member 11
GeneID:100038075,XB-GENE-481670	elongation factor, RNA polymerase II 2
GeneID:100038076,XB-GENE-481982	Zic family member 1
GeneID:100038077,XB-GENE-482219	NK2 homeobox 2
GeneID:100038078,XB-GENE-482248	REST corepressor 2
GeneID:100038079,XB-GENE-482721	E2F transcription factor 4
GeneID:100038080,XB-GENE-482993	forkhead box O6
GeneID:100038081,XB-GENE-484162	transcription factor 20 (AR1)
GeneID:100038082,XB-GENE-484322	frizzled class receptor 3
GeneID:100038083,XB-GENE-484400	proline rich transmembrane protein 1
GeneID:100038084,XB-GENE-484527	NK6 homeobox 2
GeneID:100038085,XB-GENE-485204	homeobox D10
GeneID:100038086,XB-GENE-485450	FKBP prolyl isomerase like
GeneID:100038087,XB-GENE-485597	cyclin J
GeneID:100038088,XB-GENE-485691	SMAD family member 4
GeneID:100038089,XB-GENE-485744	vascular endothelial growth factor A
GeneID:100038090,XB-GENE-486138	hes family bHLH transcription factor 2
GeneID:100038091,XB-GENE-486445	SRY-box 21
GeneID:100038092,XB-GENE-486532	Rh blood group D antigen
GeneID:100038093,XB-GENE-486576	grainyhead like transcription factor 1
GeneID:100038094,XB-GENE-486951	NK2 homeobox 6
GeneID:100038095,XB-GENE-487210	microcephalin 1
GeneID:100038096,XB-GENE-487236	cut like homeobox 2
GeneID:100038097,XB-GENE-487318	mix-like endodermal regulator
GeneID:100038098,XB-GENE-487684	protein phosphatase 1 regulatory inhibitor subunit 14C
GeneID:100038099,XB-GENE-488087	homeobox A2
GeneID:100038100,XB-GENE-488230	secreted frizzled-related protein 1
GeneID:100038101,XB-GENE-488758	H3.3 histone B
GeneID:100038102,XB-GENE-488895	Ras and Rab interactor 3
GeneID:100038103,XB-GENE-489238	gap junction protein beta 3
GeneID:100038104,XB-GENE-489355	kinesin family member C1
GeneID:100038105,XB-GENE-489416	calcium regulated heat stable protein 1
GeneID:100038106,XB-GENE-489562	mitochondrial ribosomal protein L36
GeneID:100038107,XB-GENE-489743	tubulin folding cofactor B
GeneID:100038108,XB-GENE-22063827	1
GeneID:100038109,XB-GENE-490341	RNA binding protein with multiple splicing 2
GeneID:100038110,XB-GENE-490420	DnaJ heat shock protein family (Hsp40) member C27
GeneID:100038111,XB-GENE-490443	lamin B2
GeneID:100038112,XB-GENE-490827	SURP and G-patch domain containing 2
GeneID:100038113,XB-GENE-490846	cutA divalent cation tolerance homolog
GeneID:100038114,XB-GENE-491002	inhibin subunit beta A
GeneID:100038115,XB-GENE-491129	spalt-like transcription factor 3
GeneID:100038116,XB-GENE-491338	exportin 7
GeneID:100038117,XB-GENE-491475	inka box actin regulator 1
GeneID:100038118,XB-GENE-491733	RNA binding motif protein 12
GeneID:100038119,XB-GENE-491884	PHD finger protein 1
GeneID:100038120,XB-GENE-492287	cyclin L1
GeneID:100038121,XB-GENE-492315	chromobox 3
GeneID:100038122,XB-GENE-492434	cortactin
GeneID:100038123,XB-GENE-492543	tubulin alpha 1a
GeneID:100038124,XB-GENE-492665	retina and anterior neural fold homeobox
GeneID:100038125,XB-GENE-492753	hdc homolog, cell cycle regulator
GeneID:100038126,XB-GENE-492953	death-associated protein 6
GeneID:100038127,XB-GENE-492963	solute carrier family 39 member 7
GeneID:100038128,XB-GENE-493431	SEC61 translocon beta subunit
GeneID:100038129,XB-GENE-493511	coronin 6
GeneID:100038130,XB-GENE-493540	mago homolog, exon junction complex subunit
GeneID:100038131,XB-GENE-493656	DnaJ heat shock protein family (Hsp40) member B9
GeneID:100038134,XB-GENE-494053	tubulin gamma complex associated protein 5
GeneID:100038135,XB-GENE-494377	spalt-like transcription factor 2
GeneID:100038136,XB-GENE-494566	drebrin like
GeneID:100038137,XB-GENE-494676	sestrin 3
GeneID:100038138,XB-GENE-494960	syndecan 1
GeneID:100038139,XB-GENE-495111	teratocarcinoma-derived growth factor 1, member 1
GeneID:100038141,XB-GENE-852757	lysine methyltransferase 5B
GeneID:100038142,XB-GENE-852930	chimerin 1
GeneID:100038143,XB-GENE-853324	uroplakin 3B
GeneID:100038144,XB-GENE-853609	sperm associated antigen 1
GeneID:100038145,XB-GENE-854592	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3
GeneID:100038146,XB-GENE-854737	kinesin family member 5B
GeneID:100038147,XB-GENE-854791	numb homolog
GeneID:100038148,XB-GENE-854937	calcium voltage-gated channel auxiliary subunit alpha2delta 2
GeneID:100038149,XB-GENE-855803	macroH2A.1 histone
GeneID:100038150,XB-GENE-856231	prefoldin subunit 4
GeneID:100038151,XB-GENE-478280	alpha tubulin acetyltransferase 1
GeneID:100038152,XB-GENE-481495	peroxisome proliferator activated receptor delta
GeneID:100038154,XB-GENE-478236	protein tyrosine phosphatase receptor type S
GeneID:100038155,XB-GENE-478525	homeobox B2
GeneID:100038156,XB-GENE-482111	polycystin 2, transient receptor potential cation channel
GeneID:100038157,XB-GENE-483630	complement component 8, gamma polypeptide
GeneID:100038158,XB-GENE-488852	musashi RNA binding protein 2
GeneID:100038159,XB-GENE-490490	tubulin folding cofactor A
GeneID:100038160,XB-GENE-491156	stabilin 2
GeneID:100038161,XB-GENE-492360	MGA, MAX dimerization protein
GeneID:100038162,XB-GENE-494465	triosephosphate isomerase 1
GeneID:100038163,XB-GENE-495448	clock circadian regulator
GeneID:100038164,XB-GENE-853412	early growth response 1
GeneID:100038165,XB-GENE-855756	AT-hook containing transcription factor 1
GeneID:100038167,XB-GENE-479751	zinc finger protein X-linked
GeneID:100038168,XB-GENE-480112	nuclear receptor subfamily 1 group I member 2
GeneID:100038169,XB-GENE-481210	zinc finger and BTB domain containing 12
GeneID:100038170,XB-GENE-482455	interleukin 17 receptor D
GeneID:100038171,XB-GENE-483049	FXYD domain containing ion transport regulator 2
GeneID:100038172,XB-GENE-483750	Janus kinase 1 (a protein tyrosine kinase)
GeneID:100038173,XB-GENE-486410	glycerophosphodiester phosphodiesterase domain containing 2
GeneID:100038174,XB-GENE-486525	QKI, KH domain containing, RNA binding
GeneID:100038176,XB-GENE-489917	C-X-C motif chemokine receptor 4
GeneID:100038177,XB-GENE-491957	zinc finger protein 608
GeneID:100038178,XB-GENE-492763	semaphorin 4D
GeneID:100038179,XB-GENE-493382	protein kinase C and casein kinase substrate in neurons 3
GeneID:100038180,XB-GENE-493608	polo like kinase 4
GeneID:100038181,XB-GENE-853544	bromodomain adjacent to zinc finger domain 1B
GeneID:100038182,XB-GENE-856594	semaphorin 4G
GeneID:100038183,XB-GENE-482536	nuclear receptor subfamily 2 group C member 2
GeneID:100038184,XB-GENE-484718	Rho related BTB domain containing 1
GeneID:100038185,XB-GENE-491865	BTB domain containing 2
GeneID:100038186,XB-GENE-495321	patatin like phospholipase domain containing 8
GeneID:100038187,XB-GENE-486903	A-kinase anchoring protein 17A
GeneID:100038188,XB-GENE-478202	apelin
GeneID:100038189,XB-GENE-478355	fibrinogen gamma chain
GeneID:100038190,XB-GENE-478544	forkhead box E1
GeneID:100038191,XB-GENE-478869	arginine vasopressin
GeneID:100038192,XB-GENE-479027	NK3 homeobox 1
GeneID:100038193,XB-GENE-479701	protein phosphatase 1 regulatory inhibitor subunit 2
GeneID:100038194,XB-GENE-481391	SMAD specific E3 ubiquitin protein ligase 2
GeneID:100038195,XB-GENE-481625	erythrocyte membrane protein band 4.1
GeneID:100038196,XB-GENE-481907	odd-skipped related transciption factor 2
GeneID:100038197,XB-GENE-482160	lymphocyte antigen 6 family member G6C
GeneID:100038198,XB-GENE-482545	trafficking protein, kinesin binding 2
GeneID:100038199,XB-GENE-482911	negative elongation factor complex member E
GeneID:100038200,XB-GENE-483338	NFE2 like bZIP transcription factor 3
GeneID:100038201,XB-GENE-484376	iroquois homeobox 5
GeneID:100038202,XB-GENE-484495	platelet derived growth factor subunit A
GeneID:100038203,XB-GENE-484896	prostaglandin E synthase
GeneID:100038204,XB-GENE-485682	DIRAS family GTP binding RAS like 2
GeneID:100038205,XB-GENE-486113	luteinizing hormone subunit beta
GeneID:100038206,XB-GENE-486218	EYA transcriptional coactivator and phosphatase 3
GeneID:100038207,XB-GENE-486233	SKI2 subunit of superkiller complex
GeneID:100038208,XB-GENE-486817	iroquois homeobox 1
GeneID:100038209,XB-GENE-487032	SRY-box 5
GeneID:100038210,XB-GENE-487270	synaptic Ras GTPase activating protein 1
GeneID:100038211,XB-GENE-487620	MCL1, BCL2 family apoptosis regulator
GeneID:100038212,XB-GENE-487951	paired box 1
GeneID:100038213,XB-GENE-488406	proline rich mitotic checkpoint control factor
GeneID:100038214,XB-GENE-488495	B-TFIID TATA-box binding protein associated factor 1
GeneID:100038215,XB-GENE-489205	phosphatidylinositol transfer protein alpha
GeneID:100038216,XB-GENE-489289	destrin, actin depolymerizing factor
GeneID:100038217,XB-GENE-489435	ras homolog family member V
GeneID:100038218,XB-GENE-489644	tubulin tyrosine ligase like 7
GeneID:100038219,XB-GENE-489677	ARVCF, delta catenin family member
GeneID:100038220,XB-GENE-490387	actin filament associated protein 1 like 1
GeneID:100038221,XB-GENE-490633	glucosaminyl (N-acetyl) transferase 2 (I blood group), gene 2
GeneID:100038222,XB-GENE-490782	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)
GeneID:100038224,XB-GENE-491846	checkpoint kinase 1
GeneID:100038225,XB-GENE-492150	ras responsive element binding protein 1
